1,snack,25.0,2.5
2,snack,27.5,2.5
3,social,30.0,2.5
4,meal,40.0,2.5
5,social,42.5,2.5
6,meal,50.0,2.5
7,social,52.5,2.5
8,dessert,55.0,2.5
9,nature,57.5,2.5
10,dessert,62.5,2.5
11,nature,65.0,2.5
12,social,70.0,2.5
13,nature,72.5,2.5
14,social,75.0,2.5
15,social,80.0,2.5
16,snack,85.0,2.5
17,dessert,92.5,2.5
18,social,97.5,2.5
19,social,102.5,2.5
20,nature,105.0,2.5
21,nature,107.5,2.5
22,snack,115.0,2.5
23,social,120.0,2.5
24,nature,127.5,2.5
25,snack,132.5,2.5
26,dessert,135.0,2.5
27,meal,142.5,2.5
28,nature,147.5,2.5
29,social,150.0,2.5
30,nature,155.0,2.5
31,nature,160.0,2.5
32,social,162.5,2.5
33,nature,167.5,2.5
34,nature,170.0,2.5
35,dessert,172.5,2.5
36,nature,177.5,2.5
37,nature,182.5,2.5
38,meal,187.5,2.5
39,social,192.5,2.5
40,social,195.0,2.5
41,snack,202.5,2.5
42,dessert,207.5,2.5
43,dessert,210.0,2.5
44,social,217.5,2.5
45,dessert,222.5,2.5
46,nature,225.0,2.5
47,meal,227.5,2.5
48,snack,232.5,2.5
49,meal,237.5,2.5
50,social,242.5,2.5
51,social,245.0,2.5
52,social,247.5,2.5
53,social,252.5,2.5
54,snack,257.5,2.5
55,dessert,265.0,2.5
56,meal,267.5,2.5
57,nature,272.5,2.5
58,meal,275.0,2.5
59,dessert,282.5,2.5
60,snack,292.5,2.5
61,social,295.0,2.5
62,nature,297.5,2.5
63,nature,305.0,2.5
64,social,307.5,2.5
65,nature,312.5,2.5
66,nature,315.0,2.5
67,social,327.5,2.5
68,dessert,332.5,2.5
69,social,335.0,2.5
70,social,340.0,2.5
71,nature,342.5,2.5
72,social,350.0,2.5
73,social,355.0,2.5
74,nature,357.5,2.5
75,nature,362.5,2.5
76,social,370.0,2.5
77,snack,377.5,2.5
78,social,385.0,2.5
79,social,387.5,2.5
80,nature,392.5,2.5
81,dessert,397.5,2.5
82,nature,400.0,2.5
83,social,407.5,2.5
84,nature,410.0,2.5
85,social,415.0,2.5
86,dessert,420.0,2.5
87,meal,422.5,2.5
88,snack,427.5,2.5
89,social,430.0,2.5
90,nature,437.5,2.5
91,nature,440.0,2.5
92,dessert,445.0,2.5
93,nature,447.5,2.5
94,social,452.5,2.5
95,meal,460.0,2.5
96,social,465.0,2.5
97,social,467.5,2.5
98,social,472.5,2.5
99,social,477.5,2.5
100,social,482.5,2.5
101,snack,485.0,2.5
102,snack,487.5,2.5
103,nature,492.5,2.5
104,meal,497.5,2.5
105,social,500.0,2.5
106,meal,512.5,2.5
107,snack,517.5,2.5
108,social,520.0,2.5
109,social,525.0,2.5
110,dessert,530.0,2.5
111,social,532.5,2.5
112,snack,535.0,2.5
113,nature,540.0,2.5
114,dessert,545.0,2.5
115,nature,550.0,2.5
116,social,552.5,2.5
117,nature,557.5,2.5
118,social,560.0,2.5
119,social,565.0,2.5
120,snack,570.0,2.5
121,dessert,575.0,2.5
122,meal,580.0,2.5
123,social,582.5,2.5
124,meal,590.0,2.5
125,social,595.0,2.5
126,social,597.5,2.5
