"","subjectID","session","con","condition","control","xyz","roi","process","meanPE","sdPE","map","test","mask","dotProduct"
"126","RRV001","2","con_0011.nii","nature","rest","44_8_34","right MFG","cognitive_control",-0.308705,0.342765,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"127","RRV001","2","con_0011.nii","nature","rest","-42_7_36","left MFG","cognitive_control",0.555691,0.541265,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"128","RRV001","2","con_0011.nii","nature","rest","54_-44_43","right IPL","cognitive_control",-0.0376545,0.283422,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"129","RRV001","2","con_0011.nii","nature","rest","-53_-50_39","left IPL","cognitive_control",0.249126,0.213635,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"130","RRV001","2","con_0011.nii","nature","rest","32_-59_41","right IPS","cognitive_control",0.394778,0.25108,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"131","RRV001","2","con_0011.nii","nature","rest","-32_-58_46","left IPS","cognitive_control",0.876929,0.500028,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",78.7795
"132","RRV001","2","con_0011.nii","nature","rest","-6_49_1","left vmPFC","value",-0.494344,0.291432,"value_association-test_z_FDR_0.01","association","unmasked",-323.416
"133","RRV001","all","con_0012.nii","nature","rest","9_3_-6","right VS","reward",-0.116887,0.584075,"reward_association-test_z_FDR_0.01","association","unmasked",5315.26
"134","RRV001","all","con_0012.nii","nature","rest","-9_3_-6","left VS","reward",0.560624,0.543808,"reward_association-test_z_FDR_0.01","association","unmasked",5315.26
"135","RRV001","all","con_0012.nii","nature","rest","-30_33_-18","left lOFC","reward",0.487022,0.31802,"reward_association-test_z_FDR_0.01","association","unmasked",5315.26
"136","RRV001","all","con_0012.nii","nature","rest","46_28_31","right dlPFC","cognitive_control",-0.667488,0.53161,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"137","RRV001","all","con_0012.nii","nature","rest","-44_27_33","left dlPFC","cognitive_control",0.45477,0.609073,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"138","RRV001","all","con_0012.nii","nature","rest","44_8_34","right MFG","cognitive_control",0.309989,0.656737,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"139","RRV001","all","con_0012.nii","nature","rest","-42_7_36","left MFG","cognitive_control",1.83755,1.15662,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"140","RRV001","all","con_0012.nii","nature","rest","54_-44_43","right IPL","cognitive_control",-0.232163,0.37784,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"141","RRV001","all","con_0012.nii","nature","rest","-53_-50_39","left IPL","cognitive_control",0.505144,0.36203,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"142","RRV001","all","con_0012.nii","nature","rest","32_-59_41","right IPS","cognitive_control",0.783243,0.360774,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"143","RRV001","all","con_0012.nii","nature","rest","-32_-58_46","left IPS","cognitive_control",1.86525,1.00223,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",762.849
"144","RRV001","all","con_0012.nii","nature","rest","-6_49_1","left vmPFC","value",-0.575334,0.512472,"value_association-test_z_FDR_0.01","association","unmasked",695.257
"145","RRV001","1","con_0013.nii","social","rest","9_3_-6","right VS","reward",0.337268,0.523124,"reward_association-test_z_FDR_0.01","association","unmasked",9450.62
"146","RRV001","1","con_0013.nii","social","rest","-9_3_-6","left VS","reward",0.326946,0.466691,"reward_association-test_z_FDR_0.01","association","unmasked",9450.62
"147","RRV001","1","con_0013.nii","social","rest","-30_33_-18","left lOFC","reward",0.398833,0.245042,"reward_association-test_z_FDR_0.01","association","unmasked",9450.62
"148","RRV001","1","con_0013.nii","social","rest","46_28_31","right dlPFC","cognitive_control",0.193234,0.34666,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"149","RRV001","1","con_0013.nii","social","rest","-44_27_33","left dlPFC","cognitive_control",0.0378355,0.398327,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"150","RRV001","1","con_0013.nii","social","rest","44_8_34","right MFG","cognitive_control",0.994408,0.53099,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"151","RRV001","1","con_0013.nii","social","rest","-42_7_36","left MFG","cognitive_control",1.4782,0.892601,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"152","RRV001","1","con_0013.nii","social","rest","54_-44_43","right IPL","cognitive_control",-0.0687352,0.194087,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"153","RRV001","1","con_0013.nii","social","rest","-53_-50_39","left IPL","cognitive_control",0.182658,0.212307,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"154","RRV001","1","con_0013.nii","social","rest","32_-59_41","right IPS","cognitive_control",0.43758,0.180753,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"155","RRV001","1","con_0013.nii","social","rest","-32_-58_46","left IPS","cognitive_control",0.810105,0.522268,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",933.854
"156","RRV001","1","con_0013.nii","social","rest","-6_49_1","left vmPFC","value",0.732413,0.330904,"value_association-test_z_FDR_0.01","association","unmasked",1964.59
"157","RRV001","2","con_0014.nii","social","rest","9_3_-6","right VS","reward",0.306055,0.408575,"reward_association-test_z_FDR_0.01","association","unmasked",-117.571
"158","RRV001","2","con_0014.nii","social","rest","-9_3_-6","left VS","reward",-0.311146,0.369863,"reward_association-test_z_FDR_0.01","association","unmasked",-117.571
"159","RRV001","2","con_0014.nii","social","rest","-30_33_-18","left lOFC","reward",-0.188418,0.140461,"reward_association-test_z_FDR_0.01","association","unmasked",-117.571
"160","RRV001","2","con_0014.nii","social","rest","46_28_31","right dlPFC","cognitive_control",-0.216288,0.598413,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",117.413
"161","RRV001","2","con_0014.nii","social","rest","-44_27_33","left dlPFC","cognitive_control",0.131331,0.344783,"cognitive_control_association-test_z_FDR_0.01","association","unmasked",117.413
