"","DBIC_ID","fVn_left.dlPFC","fVn_left.IPL","fVn_left.IPS","fVn_left.MFG","fVn_right.dlPFC","fVn_right.IPL","fVn_right.IPS","fVn_right.MFG","fVn_left.lOFC","fVn_left.VS","fVn_right.VS","fVn_left.vmPFC","fVr_left.dlPFC","fVr_left.IPL","fVr_left.IPS","fVr_left.MFG","fVr_right.dlPFC","fVr_right.IPL","fVr_right.IPS","fVr_right.MFG","fVr_left.lOFC","fVr_left.VS","fVr_right.VS","fVr_left.vmPFC","fVn_left.dlPFC_z","fVn_left.IPL_z","fVn_left.IPS_z","fVn_left.MFG_z","fVn_right.dlPFC_z","fVn_right.IPL_z","fVn_right.IPS_z","fVn_right.MFG_z","fVn_left.lOFC_z","fVn_left.VS_z","fVn_right.VS_z","fVn_left.vmPFC_z","fVr_left.dlPFC_z","fVr_left.IPL_z","fVr_left.IPS_z","fVr_left.MFG_z","fVr_right.dlPFC_z","fVr_right.IPL_z","fVr_right.IPS_z","fVr_right.MFG_z","fVr_left.lOFC_z","fVr_left.VS_z","fVr_right.VS_z","fVr_left.vmPFC_z"
"21","09apr15aw",0.546587,0.21624,0.855858,0.483846,0.274256,0.391431,0.436829,0.473057,0.231456,0.728682,0.18244,-0.150437,0.0373545,-0.160728,0.601915,0.844727,-0.262997,0.253632,1.57183,0.385878,-0.262178,0.477334,-0.166713,-0.683138,0.530974712092988,0.511577158958223,0.882241557253638,0.0685386366025607,0.118976831597162,0.754816312101022,-0.0410068271314892,-0.0782222980975049,-0.111095955503544,1.48480067520548,0.160132375545617,-0.411136884011983,-0.332988466959108,-0.0410443562012405,-0.117291886317316,0.102525079727386,-0.816131884601189,0.559210626402563,0.538781395236326,-0.489330038431931,-0.824544134268177,0.645132337190783,-0.358244097976797,-0.0858746721569303
"22","13apr15kp",0.411396,-0.551281,0.258878,1.02629,0.413648,-0.776941,0.850408,0.584508,0.422014,0.281459,0.428495,0.551672,0.883617,0.19518,1.75629,1.04031,1.0397,-0.94857,1.81086,1.01295,0.663863,0.555818,0.277777,0.721122,0.307328738884182,-1.13117745276397,-0.151119657641341,1.12111963403401,0.398670467838555,-1.06782338492793,0.719222044967964,0.119428598029485,0.27821175879239,0.368971491821182,0.77896129186454,0.874378567267451,0.909781606965503,0.613963631258812,1.35013511503919,0.336792452995061,1.13089079335253,-0.912680569523014,0.828637198859069,0.155868035791005,0.577077701773919,0.811353829207733,0.627460300838744,2.19239870501754
"23","14apr15rg",0.271895,-0.187831,-0.122271,-0.210415,0.292593,-1.31677,0.643806,-0.0663609,0.216093,-0.531957,-0.216812,0.268469,0.319659,-0.00304632,0.63412,1.38215,0.212251,-1.27243,1.44146,-0.303443,0.575138,-0.341507,-0.354127,0.109153,0.0765527485549319,-0.353271488457546,-0.810881448146896,-1.2786344095695,0.155770494129864,-1.90994709638921,0.339452265957203,-1.03484387459246,-0.142482380711241,-1.66051561199888,-0.843987363936053,0.355852480365432,0.0815868974629833,0.249150750051274,-0.0763532948035649,0.74624500704026,-0.105821940191899,-1.30919187354052,0.380690355959678,-1.19857647539839,0.442786782254335,-1.08909339983398,-0.773854807328224,1.19953934823455
"24","15apr15jy",0.528396,-0.221073,0.466876,1.21117,0.943125,-0.47362,0.414603,0.142508,0.33041,0.187958,0.213115,0.470078,0.40543,0.155488,-0.0492763,2.14119,0.444431,0.129582,1.21239,-0.422588,0.725418,0.28786,0.0964772,-0.100677,0.50088140781503,-0.424420615064986,0.208920990245901,1.47986850913471,1.46107969818308,-0.594647978856475,-0.081862012987837,-0.664428846839826,0.0910658826792658,0.135684866411454,0.237280074263721,0.724985313895547,0.207545015671681,0.54091504275205,-0.94507808808749,1.65541557403788,0.241196380543694,0.407332570256784,0.102912382751873,-1.32116546765652,0.670245101616443,0.243844801152615,0.225408487829728,0.859110864383612
"25","15apr15mp",0.252164,0.127439,0.93867,1.0282,0.427597,-0.0373653,1.30133,1.98024,0.309599,0.164375,-0.180642,-0.180023,-0.122494,-0.743091,0.71351,0.937609,0.810508,-0.539455,2.43605,1.79898,0.263645,0.0115711,-0.193629,-0.869413,0.0439118279508758,0.321512975339088,1.0255875804502,1.12482587782156,0.426659495414967,0.0859016527980466,1.54809373203338,2.59466597188092,0.0485492586476708,0.0768448701864118,-0.753019727012376,-0.46530690624721,-0.567732334449087,-1.11281688337455,0.0245662760791145,0.21377821606259,0.788338364349032,-0.411789066580004,1.58676358411156,0.964618932468667,-0.0286776459667268,-0.341308264258449,-0.417933223938054,-0.388087491245401
"26","16apr15js",0.287342,-0.225883,-0.272461,0.212878,-0.205464,-0.578711,0.140973,-0.015136,0.261445,-0.0987764,0.836991,-0.52291,0.59221,0.000318578,-0.53002,0.566189,-0.187938,-0.186807,0.548616,-0.0819905,0.196425,0.266063,0.724607,-0.92543,0.102106663742751,-0.434715642409363,-1.07085752919664,-0.457258989902673,-0.843593697398196,-0.758588083891917,-0.584840709373711,-0.943999939688192,-0.0498287872711907,-0.57972246147684,1.80632971356137,-1.0931104759819,0.481838859966612,0.25534346015329,-1.55619344151426,-0.231104967951767,-0.703948026662982,0.0199682308298846,-0.702002256389167,-0.97072269380416,-0.130419382907909,0.197680871415426,1.61835390142087,-0.478969549959017
"27","16feb15rn",-0.491435,-0.451406,-0.247751,-0.437454,0.0683664,0.0666619,0.315982,1.38516,0.204376,0.0358416,0.0616291,0.00320076,0.232438,0.281202,-0.455012,0.832336,-0.0541155,0.478344,-0.115981,1.92329,0.251701,-1.30642,0.261803,-0.883341,-1.18622125806887,-0.91741116253119,-1.028084981339,-1.71919036940284,-0.294145950831427,0.248182248610656,-0.263144262800618,1.53933138298311,-0.16642007153716,-0.243848204095562,-0.143707328286915,-0.129836239268843,-0.046500603303952,0.772277288432263,-1.46084421399483,0.0876832630962892,-0.503935711964736,0.834332123803855,-1.50791489296309,1.09252222364839,-0.0467556481390786,-3.13268545078132,0.592036237155243,-0.410684297817749
"28","16feb15sf",0.158403,0.191214,0.580609,0.532306,0.868872,0.0354469,0.522606,0.741533,0.927728,0.515866,1.46255,0.710016,0.378138,-0.334235,0.935364,0.761577,0.515046,-0.617773,1.21513,2.93823,0.645376,-0.0633973,1.11879,-0.335491,-0.111196648900622,0.458013052030909,0.405790686137976,0.162572444950571,1.31208914225568,0.199487399587606,0.116665955969381,0.397901935768407,1.31137941077999,0.95382104425825,3.37961210190361,1.16429602825626,0.16746563030656,-0.360364154801529,0.30658429445178,0.00292883625424552,0.346738196026267,-0.507676092788993,0.106234998749556,2.13679996759459,0.549096453769878,-0.500084056803727,2.49249711507766,0.478148304182618
"29","16feb15zb",0.233017,0.201906,0.030292,0.424317,0.33783,-0.314018,-0.0809332,0.206079,-0.00834089,-0.779883,-0.528817,-0.694727,-0.211694,-0.141421,1.22467,0.143375,-0.0361025,-0.329147,0.350869,0.22113,-0.650782,-0.738221,-0.471362,-1.19851,0.0122370163951582,0.480897549404314,-0.546797748478527,-0.0469739217372803,0.246539699124784,-0.345671675996414,-0.992742223081795,-0.551689929129901,-0.600998133009466,-2.27909530517149,-1.62868068874589,-1.40769611481074,-0.698726075273093,-0.00551202983068624,0.674346448045236,-0.737547374299961,-0.477013319806022,-0.154302809168424,-0.941796908102285,-0.658840225989469,-1.41272095578397,-1.92929513501583,-1.03383603344161,-0.922014921783896
"30","18feb15aa",0.915986,0.556521,0.595876,0.660398,0.782792,-0.0420916,0.326926,0.0917543,0.350149,0.0641061,-0.0193588,0.0908374,1.10278,0.303377,0.270852,1.75583,0.543788,0.108468,0.38863,2.27923,0.709611,0.25957,0.218141,-0.496637,1.14207011679714,1.23989362460729,0.432217577604694,0.411127512612835,1.13936740637658,0.0785287082221171,-0.243027320750232,-0.754437140051734,0.131392423535527,-0.173327783737563,-0.347392091416887,0.0306206909488491,1.23163117221451,0.813087840940008,-0.538135013853939,1.19383519658979,0.389696248289952,0.381482080313519,-0.896006651646617,1.45875098611731,0.64632020373145,0.183929327818438,0.495211054449031,0.216704809645882
"31","18feb15ap",0.952343,0.0449394,-0.149156,0.132583,0.0338495,0.112452,0.671613,0.266781,0.0798194,-0.311771,-0.630002,1.69281,1.17273,0.255278,1.50203,0.547426,0.174677,0.61214,0.860889,1.56234,0.238573,0.332502,0.139003,1.12462,1.20221536794517,0.144935919642584,-0.857418880326285,-0.613066762112814,-0.363404999218569,0.319613996368156,0.390566283464063,-0.444038991079093,-0.420887715228178,-1.11114770253838,-1.8831612069135,2.9637272738673,1.33435552390329,0.724567130001111,1.02692299647728,-0.253579102843968,-0.1619803792621,0.998142493816597,-0.323329531774328,0.721138642670819,-0.066625709468502,0.338392222877051,0.319714024789277,2.84703442143982
"32","18feb15kl",-0.0965591,-0.601839,1.10794,0.724126,0.409448,0.311091,1.26563,1.3246,0.594342,-0.09884,-0.589498,0.490365,0.822166,-0.648838,1.7201,1.64392,1.39205,1.21181,2.97566,2.3943,-0.482713,-0.131796,0.0421362,0.494025,-0.532979511560569,-1.23938867781117,1.31859078465348,0.534787985959966,0.390243059721777,0.629487330184898,1.4824710318142,1.43193227243722,0.630275801179431,-0.579881144585855,-1.78129354957436,0.76212947806394,0.819538374147386,-0.93935501164907,1.30413084157598,1.05979051099653,1.65751627923067,1.73233607647633,2.24111278794735,1.5771471868739,-1.15833785572494,-0.64494586259879,0.104901473642602,1.82395621635007
"33","20feb15ac",0.612673,0.452439,0.857098,0.616599,0.0814771,1.20342,1.22445,0.0391481,0.155151,0.747131,0.0804428,0.717329,0.120589,1.16462,0.695448,-0.255051,0.699269,-0.341797,2.67087,0.228945,0.354709,0.631948,0.0781533,-0.320695,0.64030053840892,1.01712293104025,0.884387974062358,0.326138103371512,-0.267838993784609,2.02150481965756,1.40677515520282,-0.847730718142874,-0.266986157643319,1.53083125190716,-0.0963908275738656,1.17768565080092,-0.210755299687632,2.39810712722764,0.00160608853303867,-1.21477807666953,0.622079552305331,-0.169790575474301,1.8715142003802,-0.650799326459507,0.10915349852616,0.972589777773688,0.184773268064477,0.502153355162261
"34","20feb15as",0.25306,-0.0430206,-0.0175755,0.0447661,-0.213415,-0.575463,-0.520978,0.0337995,0.223534,-0.0538409,0.156489,-0.472536,0.0108792,-0.574275,-0.101945,0.78209,0.377674,-1.65525,-0.0518509,2.7248,-0.535261,-0.208581,-0.195207,-1.32071,0.0453940774496966,-0.0433282394450294,-0.629655495729667,-0.783470343299698,-0.859547583573553,-0.753521261222468,-1.80161975791125,-0.857216102599046,-0.127280506730217,-0.467607605420767,0.0948655481802221,-1.00087899149338,-0.371868495955048,-0.802130334010512,-1.0120298780226,0.027499103751113,0.14142076663489,-1.7778896361663,-1.43014858048387,1.91720058350249,-1.23787258932782,-0.807569037571033,-0.421432608719108,-1.12027237175094
"35","20feb15pw",0.56732,0.650898,0.341628,0.0709769,-0.0585755,1.11912,0.475162,0.305926,-0.221508,-0.425059,-0.0340675,-0.296566,-0.0959108,0.257117,-0.17148,-0.837355,-0.847636,-1.28854,-0.278851,-0.764844,0.339823,-0.130582,-0.044892,-0.552889,0.565273237605324,1.44189233472794,-0.00788095528521608,-0.732609812060572,-0.548858140931226,1.88999830763952,0.0294557770002203,-0.37461795108043,-1.03649598855565,-1.39380323798097,-0.384384507264807,-0.678689482511664,-0.528693850020021,0.727951599271088,-1.10042189668146,-1.9122560196567,-1.68993860359738,-1.32891581940516,-1.70541652345314,-1.67331468192736,0.0866225926037196,-0.642374728465609,-0.0880929234439434,0.125441486605406
