"subjectID","wave","task","run","volume","trash"
"RRV233",1,"CR",1,191,1
"RRV234",1,"CR",1,31,1
"RRV234",1,"CR",1,105,1
"RRV236",1,"CR",1,11,1
"RRV236",1,"CR",1,182,1
"RRV236",1,"CR",1,183,1
"RRV237",1,"CR",1,191,1
"RRV237",1,"CR",1,218,1
"RRV237",1,"CR",1,219,1
"RRV237",1,"CR",1,222,1
"RRV237",1,"CR",1,223,1
"RRV238",1,"CR",1,10,1
"RRV238",1,"CR",1,11,1
"RRV238",1,"CR",1,12,1
"RRV238",1,"CR",1,36,1
"RRV245",1,"CR",1,9,1
"RRV245",1,"CR",1,13,1
"RRV245",1,"CR",1,14,1
"RRV245",1,"CR",1,26,1
"RRV245",1,"CR",1,27,1
"RRV245",1,"CR",1,66,1
"RRV245",1,"CR",1,67,1
"RRV245",1,"CR",1,113,1
"RRV245",1,"CR",1,114,1
"RRV245",1,"CR",1,168,1
"RRV245",1,"CR",1,229,1
"RRV245",1,"CR",1,230,1
"RRV246",1,"CR",1,8,1
"RRV246",1,"CR",1,35,1
"RRV246",1,"CR",1,36,1
"RRV246",1,"CR",1,37,1
"RRV246",1,"CR",1,71,1
"RRV246",1,"CR",1,96,1
"RRV246",1,"CR",1,97,1
"RRV246",1,"CR",1,98,1
"RRV246",1,"CR",1,132,1
"RRV246",1,"CR",1,133,1
"RRV246",1,"CR",1,146,1
"RRV246",1,"CR",1,147,1
"RRV246",1,"CR",1,155,1
"RRV246",1,"CR",1,156,1
"RRV246",1,"CR",1,166,1
"RRV246",1,"CR",1,167,1
"RRV246",1,"CR",1,168,1
"RRV246",1,"CR",1,194,1
"RRV246",1,"CR",1,216,1
"RRV246",1,"CR",1,220,1
"RRV246",1,"CR",1,221,1
"RRV246",1,"CR",1,227,1
"RRV246",1,"CR",1,228,1
"RRV247",1,"CR",1,39,1
"RRV247",1,"CR",1,189,1
"RRV247",1,"CR",1,190,1
"RRV247",1,"CR",1,194,1
"RRV247",1,"CR",1,235,1
"RRV247",1,"CR",1,236,1
"RRV248",1,"CR",1,126,1
"RRV250",1,"CR",1,23,1
"RRV250",1,"CR",1,24,1
"RRV251",1,"CR",1,165,1
"RRV251",1,"CR",1,166,1
"RRV251",1,"CR",1,169,1
"RRV251",1,"CR",1,170,1
"RRV251",1,"CR",1,171,1
"RRV251",1,"CR",1,217,1
"RRV251",1,"CR",1,218,1
"RRV251",1,"CR",1,219,1
"RRV251",1,"CR",1,236,1
"RRV251",1,"CR",1,240,1
"RRV251",1,"CR",1,241,1
"RRV254",1,"CR",1,15,1
"RRV255",1,"CR",1,152,1
"RRV255",1,"CR",1,199,1
"RRV255",1,"CR",1,200,1
"RRV260",1,"CR",1,175,1
"RRV260",1,"CR",1,176,1
"RRV262",1,"CR",1,82,1
"RRV262",1,"CR",1,83,1
"RRV262",1,"CR",1,124,1
"RRV262",1,"CR",1,160,1
"RRV262",1,"CR",1,161,1
"RRV262",1,"CR",1,162,1
"RRV262",1,"CR",1,212,1
"RRV262",1,"CR",1,213,1
"RRV263",1,"CR",1,118,1
"RRV263",1,"CR",1,119,1
"RRV263",1,"CR",1,147,1
"RRV263",1,"CR",1,148,1
"RRV263",1,"CR",1,149,1
"RRV263",1,"CR",1,235,1
"RRV263",1,"CR",1,236,1
"RRV263",1,"CR",1,237,1
"RRV263",1,"CR",1,249,1
"RRV266",1,"CR",1,22,1
"RRV266",1,"CR",1,131,1
"RRV266",1,"CR",1,159,1
"RRV266",1,"CR",1,203,1
"RRV267",1,"CR",1,11,1
"RRV267",1,"CR",1,12,1
"RRV269",1,"CR",1,4,1
"RRV269",1,"CR",1,5,1
"RRV270",1,"CR",1,113,1
"RRV272",1,"CR",1,6,1
"RRV272",1,"CR",1,10,1
"RRV272",1,"CR",1,25,1
"RRV272",1,"CR",1,26,1
"RRV272",1,"CR",1,51,1
"RRV272",1,"CR",1,65,1
"RRV272",1,"CR",1,77,1
"RRV272",1,"CR",1,78,1
"RRV272",1,"CR",1,79,1
"RRV272",1,"CR",1,82,1
"RRV272",1,"CR",1,100,1
"RRV272",1,"CR",1,127,1
"RRV272",1,"CR",1,134,1
"RRV272",1,"CR",1,135,1
"RRV272",1,"CR",1,168,1
"RRV272",1,"CR",1,200,1
"RRV272",1,"CR",1,201,1
"RRV272",1,"CR",1,220,1
"RRV272",1,"CR",1,227,1
"RRV272",1,"CR",1,238,1
"RRV272",1,"CR",1,244,1
"RRV272",1,"CR",1,245,1
"RRV272",1,"CR",1,250,1
